source,affiliation,publish,year_of_publish,form_of_publish,one-two-sided,personas,comments,e-source,n-letters,target,year,source_wkid,target_wkid
"Буренин, Виктор Петрович","театральный и литературный критик, публицист, поэт-сатирик, драматург","М. М. Стасюлевич и его современники в их переписке, т. II. Пб., 1912, с. 540—548.",1912,переписка,односторонняя,М. М. Стасюлевичу. (16). 1868—1876.,"","",16,Стасюлевич М. М.,1868|1876,,
"Буренин, Виктор Петрович","театральный и литературный критик, публицист, поэт-сатирик, драматург","Лит. насл., 1939, т. 37—38, с. 244—246.",1939,переписка,двусторонняя,Л. Н. Толстому. (1). 28 февр. 1887.,"","",1,Толстой Л. Н.,1887,Q3558296,Q7243
"Буренин, Виктор Петрович","театральный и литературный критик, публицист, поэт-сатирик, драматург","Литературное наследство, 1949, т. 51—52, с. 75—568, 627.",1949,переписка,односторонняя,Н. А. Некрасову. (2). 1869—1872.,"","",2,Некрасов Н. А.,1869|1872,,
"Бурмейстер, К.",?,"Переписка А. Х. Востокова в повременном порядке. Комм. И. Срезневского. Пб., 1873, XL, 509 с.",1873,письмо,односторонняя,А. Х. Востокову. (1). 20 сент. 1837.,"","",1,Востоков А. Х.,1837,,
"Буслаев, Фёдор Иванович","лингвист, фольклорист, историк литературы и искусства","Переписка А. Х. Востокова в повременном порядке. Комм. И. Срезневского. Пб., 1873, XL, 509 с.",1873,письмо,односторонняя,А. Х. Востокову. (1). 2 окт. 1855.,"","",1,Востоков А. Х.,1855,Q743184,
"Буслаев, Фёдор Иванович","лингвист, фольклорист, историк литературы и искусства, глава русской мифологической школы","Из переписки деятелей Академии наук. Л., 1925, с. 28, 29, 52.",1925,"переписка, отрывки",односторонняя,А. С. Суворину. (2). 24 апр. 1882—14 окт. 1888.,"","",2,Суворин А. С.,1882|14|1888,,
"Буткевич, Анна Алексеевна","журналистка, писательница и переводчица","Архив села Карабихи. М., К. Некрасов, 1916, с. 41—265.",1916,переписка,односторонняя,Н. А. Некрасову. (3). 1857—6. д.,"","",3,Некрасов Н. А.,1857,Q28665410,Q208003
"Бутырский, И.",?,"Переписка А. Х. Востокова в повременном порядке. Комм. И. Срезневского. Пб., 1873, XL, 509 с.",1873,письмо,односторонняя,А. Х. Востокову. (1). 31 мая 1843.,"","",1,Востоков А. Х.,1843,,
"Быков, Василий Иванович","Георгиевский кавалер, капитан-лейтенант","Н. В. Гоголь. Материалы и исследования. Т. I. Под ред. В. В. Гиппиуса. М.—Л., АН СССР, 1936, с. 127—220, 285—306, 313—347. (Ин-т рус. лит-ры).",1936,письмо,односторонняя,Н. В. Гоголю. (1). 21 авг. 1851.,"","",1,Гоголь Н. В.,1851,,Q43718
Быстров,?,"Переписка А. Х. Востокова в повременном порядке. Комм. И. Срезневского. Пб., 1873, XL, 509 с.",1873,письмо,односторонняя,А. Х. Востокову. (1). 3 окт. 1835.,"","",1,Востоков А. Х.,1835,,
"Быстров, Иван Павлович","писатель, библиограф","Сборник Публ. б-ки им. М. Е. Салтыкова-Щедрина, вып. 3. Л., 1955, с. 50—60.",1955,письмо,односторонняя,И. А. Крылов. (1). 7 авг. 1836.,"","",1,Крылов И. А.,1836,Q15205926,Q191480|Q21684151
"Вагилевич, Иван Николаевич","польский поэт, историк украинской литературы, писатель, священник","Переписка А. Х. Востокова в повременном порядке. Комм. И. Срезневского. Пб., 1873, XL, 509 с.",1873,письмо,односторонняя,А. Х. Востокову. (1). 28 дек. 1845.,"","",1,Востоков А. Х.,1845,Q1958225,
"Вагилевич, Иван Николаевич","польский поэт, историк украинской литературы, писатель, священник","Попов Н., сост. Письма к М. П. Погодину из славянских земель. (1835—1861). Вып. 1—3. М., 1880, 746 с. (Об-во ист. и древностей росс, при Моск. ун-те).",1880,переписка,односторонняя,М. П. Погодину. (11). 1836—1846.,"","",11,Погодин М. П.,1836|1846,,
"Вагнер, Николай Петрович (кот Мурлыка)","зоолог, писатель и спирит","Лит. насл., 1949, т. 51—52, с. 171—172.",1949,письмо,односторонняя,Н. А. Некрасову. (1). 25 мая 1870.,"","",1,Некрасов Н. А.,1870,,Q208003
"Вагнер, Николай Петрович (кот Мурлыка)","зоолог, писатель и спирит","К. П. Победоносцев и его корреспонденты, т. I, 2-й полутом. М.—Пг., ГИЗ, 1923, с. 865—867.",1923,письмо,односторонняя,К. П. Победоносцеву. (1). 10 янв. 1888.,"","",1,Победоносцев К. П.,10|1888,,
"Вагнер, Николай Петрович (кот Мурлыка)","зоолог, писатель и спирит","Литературное наследство, 1949, т. 51—52, с. 75—568, 627.",1949,письмо,односторонняя,Н. А. Некрасову. (1). 1870.,"","",1,Некрасов Н. А.,1870,,Q208003
"Валуев, Пётр Александрович",государственный деятель,"Лит. насл., 1935, т. 19—21, с. 587—602.",1935,переписка,односторонняя,Ф. И. Тютчеву. (3). 1863—1866.,"","",3,Тютчев Ф. И.,1863|1866,,
