"source_id";"source_full";"source_year";"title";"n_vol";"place"
942;"М. М. Стасюлевич и его современники в их переписке, т. V. Пб., 1913, с. 415.";"1913";"";"";""
943;"Вперед, Лондон, 1875, № 21, 15 ноября.";"1875";"";"";""
944;"Рус. сл., 1906, № 76, 12 марта, с. 3.";"1906";"";"";""
945;"И. А. Гончаров и И. С. Тургенев. По неизданным материалам Пушкинского дома. Пб., ""Academia"", 1923, с. 29—63 , 78—106.";"1923";"";"";""
946;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";"2017";"";"";""
947;"Вест. Евр., 1907, № 2, с. 586—590; 1908, № 12, с. 422—423; 434—437.";"1907";"";"";""
948;"Лит. насл., 1949, т. 51—52, с. 334";"1949";"";"";""
949;"Лит. насл., 1935, т. 22—24, с. 344—426.";"1935";"";"";""
950;"Рус. ст., 1911, № 10, с. 45—62; № 12, с. 491—499; 1912, № 3, с. 549—568; № 6, с. 492—523.";"1911—1912";"";"";""
951;"Вест. Евр, 1908, № 12, с. 423—425, 440—444.";"1908";"";"";""
952;"Вест. Евр, 1905, № 4, с. 620—628";"1905";"";"";""
953;"Рус. архив, 1900, № 2, с. 72—73.";"1900";"";"";""
954;"Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502.";"1955";"";"";""
955;"Рус. архив, 1900, № 5, с. 68—74.";"1900";"";"";""
956;"Зв., 1945, № 7, с. 146";"1945";"";"";""
957;"Временник Пушкинского дома. Пг., 1915, с. 99—130; отд. оттиск: Пг., 1915, 39 с.";"1915";"";"";""
958;"Рус. ст., 1914, № 2, с. 403—437, № 3, с. 538—551; № 4, с. 48—59.";"1914";"";"";""
959;"Огни, кн. 1. Пг., 1916, с. 188—191, 193, 194, 196—198, 204, 205, 207—209, 214, 215.";"1916";"";"";""
960;"Резец. 1937, № 12, с. 16";"1937";"";"";""
961;"Вест. Евр., 1908. № 12, с. 445—455.";"1908";"";"";""
962;"Речь, 1916, № 254, 15 сент, с. 1.";"1916";"";"";""
963;"Рус. лит-ра, 1959, № 4, с. 186—188.";"1959";"";"";""
964;"Голос мин., 1919, № 1-4, с. 239.";"1919";"";"";""
965;"Голос мин., 1913, № 12, с. 252.";"1913";"";"";""
966;"Ист. вест., 1914, № 12, с. 875—876.";"1914";"";"";""
967;"Новое вр., 1912, № 13 024, 16 июня, прилож., с. 8—10.";"1912";"";"";""
968;"Писемский А. Ф. Письма. М.—Л., АН СССР, 1936, с. 636.";"1936";"";"";""
969;"Петербургский дневник театрала, 1905, № 15—16, с. 3.";"1905";"";"";""
970;"Гончаров И. А. Литературно-критические статьи и письма. Л., ГИХЛ, 1938, с. 367—368.";"1938";"";"";""
971;"Кр. архив, 1923, № 2, с. 257—262.";"1923";"";"";""
972;"Рус. архив, 1899, № 1, с. 192—197.";"1899";"";"";""
973;"Русские писатели о литературе, т. I. Л., «Сов. писатель», 1939, с. 383, 384, 396, 397, 403, 407, 408, 411, 412, 422, 424.";"1939";"";"";""
974;"Либрович С. Ф. На книжном посту. Пг., М. О. Вольф, 1916, с. 77.";"1916";"";"";""
975;"Писемский А. Ф. Письма. М., АН СССР, 1936, с. 632, 633, 697, 698, 712, 723—726.";"1936";"";"";""
976;"Новь, 1891, № 13—14, с. 39—45.";"1891";"";"";""
977;"Вест. Евр., 1912, № 7, с. 355—357.";"1912";"";"";""
978;"Голос, 1883, № 15, 15 янв., с. 2.";"1883";"";"";""
979;"Голос мин., 1913, № 12, с. 251—252.";"1913";"";"";""
980;"Pуc. ст., 1912, № 6, с. 523—527.";"1912";"";"";""
981;"Огонек. 1926, № 20, с. 10—11.";"1926";"";"";""
982;"Голос мин., 1923, № 2, с. 169—175.";"1923";"";"";""
983;"Неделя, 1883, № 40, 2 окт, с. 1326.";"1883";"";"";""
984;"Юбилейный сборник Литературного фонда. Пб., 1909, с. 363—365.";"1909";"";"";""
985;"Рус. ст., 1912. № 6, с. 515.";"1912";"";"";""
986;"Вест. Евр., 1908, № 12, с. 430—431, 434—437.";"1908";"";"";""
987;"Вест. Евр., 1908, № 12, с. 419—420.";"1908";"";"";""
988;"Совр., 1912, № 6, с. 173—175.";"1912";"";"";""
989;"Голос мин., 1913. № 11, с. 47, 48, 215—235; № 12, с. 230—251.";"1913";"";"";""
990;"Рус. ст., 1898, № 5, с. 320—324.";"1898";"";"";""
991;"Уч. зап. Куйбышевского пед. ин-та, 1942, вып. 6, с. 197—198.";"1942";"";"";""
992;"Бейсов П. С. Гончаров и родной край. Ульяновск, 1951, с. 102—106.";"1951";"";"";""
993;"Вопросы изучения русской литературы XI—XX вв. М.—Л. АН СССР., 1958, с. 191—193, 195.";"1958";"";"";""
994;"Литературный архив, т. III. М.—Л., АН СССР, 1951, с. 91—165.";"1951";"";"";""
995;"Звенья, т. V. М., ""Academia"" 1935. с. 759—760.";"1935";"";"";""
996;"Папаева А. Я. Воспоминания. М., Гослитиздат, 1956, с. 267.";"1956";"";"";""
997;"Рус. мысль, 1895, № 2, с. 227—230";"1895";"";"";""
998;"Литературно-критические статьи и письма. Л., ГИХЛ, 1938, с. 337—348.";"1938";"";"";""
999;"Рус. ст., 1911, № 10, с. 56—59.";"1911";"";"";""
1000;"Кр. архив, 1923, № 4, с. 376—382.";"1923";"";"";""
1001;"Гончаров И. А. Литературно-критические статьи и письма. Л., ГИХЛ, 1938, с. 336—349.";"1938";"";"";""
1002;"М. М. Стасюлевич и его современники в их переписке, т. IV. Пб., 1912, с. 4—218.";"1912";"";"";""
1003;"The Slavonic and East European Keview, 1952, т. XXX, № 75, с. 562—563.";"1952";"";"";""
1004;"Pуc. вед., 1891, № 264, 25 сент. с. 4.";"1891";"";"";""
1005;"Голос мин., 1916, № 12, с. 141, 145, 146.";"1916";"";"";""
1006;"Рус. прошлое, 1923, № 5,. с. 147—149.";"1923";"";"";""
1007;"Звенья, т. V. М., «Academia», 1935, с. 514—518.";"1935";"";"";""
1008;"Штакеншнейдер Е. А. Дневник и записки. Мю, «Academia», 1934, с. 251—253.";"1934";"";"";""
1009;"Новое вр, 1912, №№ 13017, 13024, 13 038 от 9, 16 и 30 июня, прилож.";"1912";"";"";""
1010;"Рус. ст., 1911, № 3. с. 476—477.";"1911";"";"";""
1011;"Г.: Собрание сочинений, т. VIII. М., Гослитиздат, 1955, с. 442, 443, 553.";"1955";"";"";""
1012;"Pуc. лит-ра, 1959, № 4, с. 202—203";"1959";"";"";""
1013;"Голос мин., 1919, № 1—4, с. 236—238.";"1919";"";"";""
1014;"Бирюч петроградских театров, 1919, № 11—12, с. 105.";"1919";"";"";""
1015;"Новое вр., 1912, № 12 943, 24 марта, прилож, с. 17—18.";"1912";"";"";""
1016;"Pуc. ст., 1912. № 6, с. 515.";"1912";"";"";""
1017;"Герцен А. И. Полное собрание сочинений и писем, т. XIX. Пг., ГИЗ, 1922, с. 5—6.";"1922";"";"";""
1018;"Огни, кн. 1. Пг., 1916, с. 201—204.";"1916";"";"";""
1019;"И. А. Гончаров в неизданных письмах к графу П. А. Валуеву. Пб., 1906, с. 10—64.";"1906";"";"";""
1020;"Кр. архив, 1923, № 2, с. 263—267.";"1923";"";"";""
1021;"Ежем. сочинения, 1903, № 1, с. 10—14.";"1903";"";"";""
1022;"Зв., 1945, № 7, с. 145—146.";"1945";"";"";""
1023;"Вест. Евр., 1883, № 3, с. 445—446.";"1883";"";"";""
1024;"Литературный архив, т. IV. М—Л., АН СССР, 1953, с. 107—162.";"1953";"";"";""
1025;"Нарышкина Е. Мои воспоминания. Пб., 1910, с. 327—335.";"1910";"";"";""
1026;"Письма русских писателей к А. С. Суворину. Л., 1927, с. 22.";"1927";"";"";""
1027;"Лит. вест., 1901, № 1, с. 178—179.";"1901";"";"";""
1028;"Рус. ст., 1908, № 12, с. 734.";"1908";"";"";""
1029;"Либрович С. Ф. На книжном посту. Пг., М. О. Вольф, 1916, с. 178.";"1916";"";"";""
1030;"Невский альманах («Из прошлого»), вып. 2. Пг., 1917, с. 8—43.";"1917";"";"";""
1031;"Щукинский сборник, т. X, М., 1912, с. 462—468.";"1912";"";"";""
1032;"30 дней, 1935, № 11, с. 59—61.";"1935";"";"";""
1033;"Неизданные письма к А. Н. Островскому. М.—Л,«Academia», 1932, с. 660—673.";"1932";"";"";""
1034;"Писемский А. Ф. Письма. М.—Л., АН СССР, 1936, с. 620—621. (Ин-т лит-ры).";"1936";"";"";""
1035;"Островский А. Н. Дневники и письма. М., «Асаdemia», 1937, с. 107—119.";"1937";"";"";""
1036;"Островский А. Н. Дневники и письма. М, «Academia», 1937, с. 106.";"1937";"";"";""
1037;"Г.: Собрание сочинений, т. XXIX. М., Гослитиздат, 1955, с. 193, 197, 198, 209, 210.";"1955";"";"";""
1038;"Лит. насл., 1948, т. 48, с. 415—427.";"1948";"";"";""
1039;"Рус. архив, 1911, № И, с. 367—384.";"1911";"";"";""
1040;"Стороженки. Фамильный архив, т. III. Киев, 1907, с. 90—93.";"1907";"";"";""
1041;"Щукинский сборник, вып. 8. Пб., 1909, с. 437—457.";"1909";"";"";""
1042;"Рус ст., 1898, № 4, с. 205.";"1898";"";"";""
1043;"Остафьевский архив, т. II. Пб., С. Д. Шереметьев, 1899, с. 409.";"1899";"";"";""
1044;"Рус. ст, 1888, № 10, с. 166.";"1888";"";"";""
1045;"Пушкин А. С. Полное собрание сочинений, т. XV. М.—Л., АН СССР, 1948, с. 37, 55; т. XVI. М.—Л., 1949, с. 163.";"1948";"";"";""
1046;"Лемке М. К. Николаевские жандармы и литература. Пб., С. В. Бунин, 1908, с. 292—293.";"1908";"";"";""
1047;"Переписка А. Х. Востокова. Пб., АН, 1873, с. 301, 394.";"1873";"";"";""
1048;"Уч. зап. ими. Юрьевского ун-та, 1896, № 1, прилож, с. 47—51.";"1896";"";"";""
1049;"Рус. ст., 1893, № 4, с. 55—56.";"1893";"";"";""
1050;"Рус ст., 1892, № 6, с. 402-405.";"1892";"";"";""
1051;"Рус. ст., 1894, № 11, с. 323.";"1894";"";"";""
1052;"Ист. вест., 1886, № 10, с. 62.";"1886";"";"";""
1053;"Барсуков Н. Жизнь и труды М. П. Погодина, т. II. Пб., 1889, с. 121.";"1889";"";"";""
1054;"Рус. ст., 1871, № 12, с. 677—678.";"1871";"";"";""
1055;"Сын отеч., 1825, ч. CIV, с. 186—197.";"1825";"";"";""
1056;"Вест. всемирной истории, 1900, № 6, с. 87.";"1900";"";"";""
1057;"Лит. насл., 1952, т. 58, с. 37.";"1952";"";"";""
1058;"Рус. ст., 1903, № 2, с. 322—324.";"1903";"";"";""
1059;"Греч Н. И. Записки о моей жизни. Пб., А. С. Суворин, 1886, с. 474—475.";"1886";"";"";""
1060;"Лит. вест., 1901, № 8, с 310—313.";"1901";"";"";""
1061;"Уч. зап. Моск. гор. пед. ин-та им. В. П. Потемкина, 1954, т. XLIII, вып. 4, с. 124.";"1954";"";"";""
1062;"Сочинения. М., Гослитиздат, 1956.";"1956";"";"";""
1063;"Дела и дни, 1921, № 2, с. 74—75.";"1921";"";"";""
1064;"Грибоедов А. С. Сочинения. М., Гослитиздат, 1956.";"1956";"";"";""
1065;"Дела и дни, 1921, № 2, с. 58—74.";"1921";"";"";""
1066;"Уч. зап. Тартусского ун-та, 1954, вып. 35, с. 223—230.";"1954";"";"";""
1067;"Звенья, т. I. М.—Л., «Academia», 1932, с. 7-39.";"1932";"";"";""
1068;"Лит. насл., 1946, т. 47—48, с. 367—368";"1946";"";"";""
1069;"Лит. насл., 1935, т. 19—21, с. 150, 153, 154, 157, 159.";"1935";"";"";""
1070;"Грибоедов А. С. Полное собрание сочинений: В 3 т. Рос. акад. наук. Ин-т рус. лит (Пушк. дом). — СПб.: Нотабене, 1995—2006.";"2006";"";"";""
1071;"Петерб. дневник театрала, 1905, № 15—16, с. 3.";"1905";"";"";""
1072;"Слово. Сборник 2-й. М., «Кн-во писателей в М.», 1914, с. 199—215.";"1914";"";"";""
1073;"Ист. вест., 1914, № 2, с. 528.";"1914";"";"";""
1074;"Голос мин., 1917, № 2, с. 253—254.";"1917";"";"";""
1075;"Печать и рев., 1928, № 7, с. 61.";"1928";"";"";""
1076;"Панаев И. И. Первое полное собрание сочинений, т. VI. Пб., Н. Г. Мартынов, 1888, с. 417—419.";"1888";"";"";""
1077;"Тургенев и круг «Современника». М.—Л., «Academia», 1930, с. 179.";"1930";"";"";""
1078;"Рус. мысль, 1916, № 6, с. 75—88.";"1916";"";"";""
1079;"Кр. нива, 1928, № 37, с. 10—11.";"1928";"";"";""
1080;"Толстой Л. Н. Полное собрание сочинений, т. LXVI. М., Гослитиздат, 1953, с. 410.";"1953";"";"";""
1081;"М. М. Стасюлевич и его современники в их переписке, т. III. Пб., 1912, с. 276—277.";"1912";"";"";""
1082;"Барсуков Н. П. Жизнь и труды М. П. Погодина, т. XII. Пб., 1898, с. 241—244; т. XVIII. Пб., 1904, с. 433—434.";"1898—1904";"";"";""
1083;"Архив села Карабахи. М., К. Ф. Некрасов, 1916, с. 97—100.";"1916";"";"";""
1084;"Некрасовский сборник. Пг., «Общ. польза», 1918, с. 99—107.";"1918";"";"";""
1085;"Рус. мысль, 1902, № 12, с. 165—166.";"1902";"";"";""
1086;"Под знаменем науки. Юбилейный сборник в честь Н. И. Стороженко. М., 1902, с. 369—370.";"1902";"";"";""
1087;"Уч. зап. Казанского пед. ин-та, 1941, вып. 4, с. 184.";"1941";"";"";""
1088;"Искра, 1860, № 25, с. 275";"1860";"";"";""
1089;"Рус. архив, 1909, № 11, с. 248—250.";"1909";"";"";""
