 source_id;source_full;pages;source_year_begin;source_year_end;place
1215;Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 501.;501;1884;1884;Казань
1216;Аргус, 1913, № 4, с. 120.;120;1913;1913;
1217;Полевой П. Н. История русской словесности с древнейших времен до наших дней, т. III. Пб., А. Ф. Маркс, 1900, с. 180.;180;1900;1900;Пб., А. Ф. Маркс
1218;Пушкин и его современники, вып. XXIX—XXX. Пб., 1918, с. 59.;59;1918;1918;Пб.
1219;Рус. ст., 1916, № 5, с. 262, 263, 269.;262, 263, 269;1916;1916;
1220;Совр., 1854, т. XLVII, № 9, отд. III, с. 41.;41;1854;1854;
1221;Барсуков Н. Жизнь и труды Погодина, т. I. Пб., 1888, с. 318—319.;318-319;1888;1888;Пб.
1222;Письма Пушкина к Хитрово. Л., АН СССР, 1927, с. 81. (Тр. Пушкинского дома, вып. XLVIII).;81;1927;1927;Л., АН СССР
1223;Рус. ст., 1916, № 5, с. 270.;270;1916;1916;
1224;Лит. насл., 1952, т. 58, с. 42.;42;1952;1952;
1225;Ст. и новизна, 1902, № 5, с. 6, 7, 36—43.;6, 7, 36-43;1902;1902;
1226;Вульф А. Н. Дневники. (Любовный быт пушкинской эпохи). М., «Федерация», 1929, с. 59, 60, 84, 85, 88, 89, 93, 94, 104.;59, 60, 84, 85, 88, 89, 93, 94, 104;1929;1929;М., «Федерация»
1227;Лит. вест, 1901, № 6, с. 131.;131;1901;1901;
1228;Пушкин. Исследования и материалы. Т. I. М.—Л, АН СССР, 1956, с. 273;273;1956;1956;М.-Л, АН СССР
1229;Изв. Одесского Губисполкома, Губкома КП(б)У и Губпрофсовета. Лит. худож. прилож, 1923, № 1034, 15 июля, с. 3.;3;1956;1956;
1230;Пушкин и его современники, вып. V. Пб., 1907, с. 149.;149;1907;1907;Пб.
1231;Сборник Пушкинского дома на 1923 г. Пг., ГИЗ, 1922, с. 78—94.;78-94;1923;1923;Пг., ГИЗ
1232;Пушкин. Полное собрание сочинений, т. XIII, М.—Л., АН СССР, 1937, с. 7.;7;1937;1937;М.-Л., АН СССР
1233;Чулков Г. Последняя любовь Тютчева. (Е. А. Денисьева). Л., М. и С. Сабашниковы, 1928, 135 с.;;1928;1928;Л., М. и С. Сабашниковы
1234;Айзеншток И. Поэт-демократ Л. Н. Трефолев. Ярославль, Кн. изд-во, 1954, с. 83.;83;1954;1954;Ярославль, Кн. изд-во
1235;Ист. вест., 1910, № 6, с. 891.;891;1910;1910;
1236;Хренов К. А. Скромные таланты. М., 1910, с. 27—28.;27-28;1910;1910;М.
1237;Уч. зап. Шахтинского пед. ин-та, 1957, т. II, вып. 1, с. 17.;17;1957;1957;
1238;Рус. ст., 1888, № 12, с. 585.;585;1888;1888;
1239;Рус. ст., 1895, № 8, с. 168.;168;1895;1895;
1240;Тр. Черниговской уч. архивной комиссии, 1909, вып. 2, с. 17.;17;1909;1909;
1241;"Рус. ст., 1899, № 12, с. 553; 1901, № 3, с. 719—720.";719-720;1899;1901;
1242;Лит. вест., 1901, № 1, с. 41—42.;41-42;1901;1901;
1243;Остафьевский архив князей Вяземских, т. III. Пб., С. Д. Шереметев, 1899, с. 337, 338, 360, 361.;337, 338, 360, 361;1899;1899;Пб., С. Д. Шереметев
1244;"Рус. ст., 1899, № 6, с. 712; № 7, с. 96; 1903, № 12, с. 703—720.";703-720;1899;1903;
1245;Рус. архив, 1902, № 2, с. 639.;639;1902;1902;
1246;Рус. архив, 1902, № 8, с. 639.;639;1902;1902;
1247;Отчет имп. Публ. б-ки за 1908 г. Пг., 1915, с. 219.;219;1915;1915;Пг.
1248;Радуга. Альманах Пушкинского дома. Пг., Кооп. изд-во литераторов и ученых, 1922, с. 68—83.;68-83;1922;1922;Пг., Кооп. изд-во литераторов и ученых
1249;Ист. вест., 1887, № 7, с. 10, 16.;10, 16;1887;1887;
1250;Вест. Евр., 1867, № 9, отд. I, с. 267—270.;267-270;1867;1867;
1251;Ст. и новизна, 1898, № 2, с. 209.;209;1898;1898;
1252;Уч. зап. Моск. обл. пед. ин-та им. Н. К. Крупской, 1958, т. LXVI, вып. 4. с. 68.;68;1958;1958;
1253;Рус. ст., 1904, № 2, с. 384—385.;384-385;1904;1904;
1254;Рус. ст., 1892, № 7, с. 100.;100;1892;1892;
1255;Рус. ст., 1904, № 9, с. 651.;651;1904;1904;
1256;Ист. вест, 1889, № 7, с. 213.;213;1889;1889;
1257;Щукинский сборник, вып. 2. М., 1903, с. 259—262.;259-262;1903;1903;М.
1258;Раут, кн. 3. М, 1854, с. 315.;315;1854;1854;М
1259;Барсуков Н. Жизнь и труды М. П. Погодина, т. VIII. Пб., 1894, с. 12.;12;1894;1894;Пб.
1260;Рус. ст., 1901, № 6, с. 566.;566;1901;1901;
1261;"Рус. ст., 1901, № 4, с. 122; № 7, с. 168.";168;1901;1901;
1262;Изв. Отд. рус. яз. и словесн, 1901, т. VI, кн. 4, с. 238—243.;238-243;1901;1901;
1263;Рус. ст., 1897, № 4, с. 120.;120;1897;1897;
1264;Ст. и новизна, 1907, № 12, с. 330—334.;330-334;1907;1907;
1265;Изв. Отд. рус. яз. и словесн., 1901, т. VI, кн. 4, с. 237—238.;237-238;1901;1901;
1266;Рус. ст., 1902, № 12, с. 474.;474;1902;1902;
1267;Пб., 1898, 149 с.;;1898;1898;Пб.
1268;Пушкин и его современники, вып. XI. Пб., 1909, с. 85.;85;1909;1909;Пб.
1269;Дмитриев И. И. Сочинения, т. II. Пб., Я. Соколов, 1895, с. 159—161, 331.;159-161, 331;1895;1895;Пб., Я. Соколов
1270;"Рус. ст., 1897, №12, с. 538; 1898, № 6, с. 604; 1899, № 3, с. 690; 1902, № 10, с. 86.";86;1897;1902;
1271;Рус. ст., 1879, № 6, с. 376.;376;1879;1879;
1272;Бумаги, относящиеся до Отечественной войны 1812 года, собранные и изданные П. И. Щукиным, ч. Х. М., 1908, с. 378.;378;1908;1908;М.
1273;Рус. ст., 1905, № 4, с. 214.;214;1905;1905;
1274;Рус. ст, 1908, № 6, с. 520.;520;1908;1908;
1275;Рус. архив, 1912, № 3, с. 423—434.;423-434;1912;1912;
1276;Материалы для биографии Н. А. Добролюбова, собранные в 1861—1862 гг. [Н. Г. Чернышевским], т. I. М., К. Т. Солдатенков, 1890, II, 674, VIII с.;;1890;1890;М., К. Т. Солдатенков
1277;Лит. насл., 1936, т. 25-26, с. 249—251.;249-251;1936;1936;
1278;Добролюбов Н. А. Дневники. 1851—1859. М., Об-во политкаторжан, 1932, с. 259— 270.;259- 270;1932;1932;М., Об-во политкаторжан
1279;Добролюбов Н. А. Полное собрание сочинений, т. VI. М., Гослитиздат, 1939, с. 788.;788;1939;1939;М., Гослитиздат
1280;Лит. насл., 1949, т. 67, с. 270—276.;270-276;1949;1949;
1281;Добролюбов Н. А. Дневники. 1851—1859. М., Об-во политкаторжан, 1932, с. 274—278.;274-278;1932;1932;М., Об-во политкаторжан
1282;Младенцев М. Н., Тищенко В. Е. Д. И. Менделеев, его жизнь и деятельность, т. I. М, АН СССР, 1938, с. 151—152.;151-152;1938;1938;М, АН СССР
1283;Звенья, т. III—IV. М.—Л., «Academia», 1934, с. 553—554.;553-554;1934;1934;М.-Л., «Academia»
1284;Литературный архив, т. IV. М.—Л., АН СССР, 1953, с. 69—71.;69-71;1953;1953;М.-Л., АН СССР
1285;Лит. насл., 1936, т. 25— 26, с. 261—265.;261-265;1936;1936;
1286;Литературный архив, т. III. М . – Л., АН СССР, 1951, с. 72—74.;72-74;1951;1951;Л., АН СССР
1287;Лит. насл., 1936, т. 25—26, с. 252—255.;252-255;1936;1936;
1288;Звенья, т. III— IV. М. —Л., «Academia», 1934, с. 524—551.;524-551;1934;1934;М.-Л., «Academia»
1289;Лит. насл., 1936, т. 25—26, с. 325—327;325-327;1936;1936;
1290;Рус. мысль, 1892, № 10, с. 11—16.;11-16;1892;1892;
1291;Литературный архив, т. IV. М.—Л., АН СССР, 1953, с. 71—73.;71-73;1953;1953;М.-Л., АН СССР
1292;Твори Марка Вовчка, т. IV. [Б. м.], Держ. вид-тво Украiнi, 1928, с. 409—423.;409-423;1928;1928;Киев, Держ. вид-тво Украини
1293;Русское прошлое, вып. 2. Пг., 1923, с. 146—147.;146-147;1923;1923;Пг.
1294;Кн. и рев., 1921, № 2, с. 71—73.;71-73;1921;1921;
1295;Заветы, 1913, № 2, с. 79—81.;79-81;1913;1913;
1296;Переписка Чернышевского с Некрасовым, Добролюбовым и А. С. Зеленым. М.—Л., «Моск. рабочий», 1925, с. 57—112.;57-112;1925;1925;М.-Л., «Моск. рабочий»
1297;Д.: Собрание сочинений, т. III. М., Гослитиздат, 1952, с. 643—650.;643-650;1952;1952;М., Гослитиздат
1298;Тр. Ленингр. библ. ин-та, 1957, т. II, с. 236—237.;236-237;1957;1957;Л.
1299;Рус. бог, 1911, № 10, с. 235, 236, 242—244.;235, 236, 242-244;1911;1911;
1300;Литературный архив, т. III. М.—Л., АН СССР, 1951, с. 72.;72;1951;1951;М.-Л., АН СССР
1301;Огни, т. I. Пг., «Просвещение», 1916, с. 30—82.;30-82;1916;1916;Пг., «Просвещение»
1302;Рус. ст., 1897, № 1, с. 72—74.;72-74;1897;1897;
1303;Рус. ст., 1897, № 1, с. 77—79.;77-79;1897;1897;
1304;"Дамский журн., 1829, ч. XXVI, с. 59—61, 74, 75; ч. XXVII, с. 138—142.";138-142;1829;1829;
1305;Достоевский А. М. Воспоминания. Л., «Изд-во писателей в Л.», 1930, с. 413—414.;413-414;1930;1930;Л., «Изд-во писателей в Л.»
1306;Данилевский М. Г. Г. П. Данилевский, по личным его письмам и литературной переписке. Харьков, 1893, с. 58—59.;58-59;1893;1893;Харьков
1307;Достоевский Ф. М. Письма. Т. I. 1832—1867. М.—Л., ГИЗ, 1928, с. 39—45, 501, 527—530, 562, 565, 566.;39-45, 501, 527-530, 562, 565, 566;1928;1928;М.-Л., ГИЗ
1308;Достоевский А. М. Воспоминания. Л., «Изд-во писателей в Л.», 1930, с. 365— 373.;365- 373;1930;1930;Л., «Изд-во писателей в Л.»
1309;Иск, 1927, т. Ill, № 1, с. 136—143;136-143;1927;1927;
1310;Ф. М. Достоевский. Статьи и материалы. Тт. I, II. Л., «Мысль», 1922—1924. Т. I, с. 457—460, 507—512.;457-460, 507-512;1922;1924;Л., «Мысль»
1311;Достоевский Ф. М. и Тургенев И. С. Переписка. Л., «Academia», 1928, с. 88.;88;1928;1928;Л., «Academia»
1312;Ф. М. Достоевский. Статьи и материалы. Тт. I, II. Л., «Мысль», 1922—1924. Т. II, с. 318, 323, 324.;318, 323, 324;1922;1924;Л., «Мысль»
1313;Достоевский Ф. М. и Тургенев И. С. Переписка. Л., «Academia», 1928, с. 46, 63, 75, 85, 86, 87.;46, 63, 75, 85, 86, 87;1928;1928;Л., «Academia»
1314;Иск, 1927, т. III, № 1, с. 98—117.;98-117;1927;1927;
1315;Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 1. Письма, 1832-1859. 572 с.;;1985;1985;Л.: Наука. Ленинградское отделение
1316;Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л. : Наука. Ленинградское отделение, 1985. – Т. 28, кн. 2. Письма, 1860-1868. 616 с.;;1985;1985;Л.: Наука. Ленинградское отделение
1317;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";;1986;1986;Л.: Наука
1318;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с.;;1986;1986;Л.: Наука
1319;"Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л.: Наука, 1986. – Т. 30, кн.12. Письма, 1885-181.7. 455, [1] с.; 1 л. портр. : ил.";;1986;1986;Л.: Наука
1320;Дрианский Е. Э. Записки мелкотравчатого. М.—Л., ЗиФ, 1930, с. 23—27, 30—31.;23-27, 30-31;1930;1930;М.-Л., ЗиФ
1321;Вест. Евр., 1916, № 10, с. 71.;71;1916;1916;
1322;Писатели текстильного края. Иваново. Кн. изд-во, 1953, с. 199;199;1953;1953;Иваново. Кн. изд-во
1323;Дрожжин С. Д. Жизнь поэта-крестьянина С. Д. Дрожжина (1848—1915), описанная им самим, и избранные стихотворения. Изд. 3-е, знач. испр. и доп. автором. М., «Юная Россия», 1915, с. 71—73. (Б-ка для семьи и шк.).;71-73;1915;1915;М., «Юная Россия»
1324;Сорок лет служения людям. Под ред. Н. Е Гусева и М. В. Муратова. М., 1925, с. 153.;153;1925;1925;М.
1325;Назаров И. Встречи и письма. Владимир, Кн. изд-во, 1957, с. 122—123.;122-123;1957;1957;Владимир, Кн. изд-во
1326;Сев. утро, 1912, № 60, 14 марта, с. 3.;3;1912;1912;
1327;Рус. вед., 1903, № 342, 13 дек, с. 4.;4;1903;1903;
1328;Фет А. А. Мои воспоминания. М., 1890, с. 334.;334;1890;1890;М.
1329;"Набл, 1885, № 4, с. 123—128; № 5, с. 226—328.";226-328;1885;1885;
1330;30 дней, 1935, № И, с. 59.;59;1935;1935;
1331;Рус. мысль, 1891, № 12, отд. II, с. 118.;118;1891;1891;
1332;Рус. ст., 1888, № 4, с. 259.;259;1888;1888;
1333;Чуковский К. Люди и книги. М., Гослитиздат, 1958, с. 89— 11З;89- 11З;1958;1958;М., Гослитиздат
